ISIN,Security_Code,Security_Name
INE290A01027,NAHARSPING,Nahar Spinning Mills Limited
INE049I01012,NAHARCAP,Nahar Capital and Financial Services Ltd
INE019A01038,JSWSTEEL,JSW Steel Limited
INE159A01016,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd
INE529A01010,FMGOETZE,FEDERAL-MOGUL GOETZE LTD.
INE416D01022,BLISSGVS,Bliss GVS Pharma Ltd
INE162B01018,LUMAXIND,LUMAX INDUSTRIES LTD
INE692A01016,UNIONBANK,Union Bank Of India
INE389D01013,TCFC,TCFC Finance Ltd
,INE547G01019,LUMAX AUTOMOTIVE SYSTEMS LTD
INF457M01133,CPSEETF,GOLDMAN SACHS CPSE ETF
INF846K017R3,151785,Axis Nifty IT Index Fund - Direct Plan - Growth
INF109KC11D8,150452,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth
INE686Y01026,FINEORG,Fine Organic Industries Limited
INE079A01024,AMBUJACEM,Ambuja Cements Ltd
INF109KC1W58,149389,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth
INE325A01013,TIMKEN,TIMKEN INDIA LTD.
INE048G01026,NAVINFLUOR,Navin Fluorine International Limited
INE274J01014,OIL,Oil India Limited
INF247L01023,M100,Motilal Oswal Nifty Midcap 100 ETF
INF109KC11V0,ICICINV20,ICICI Prudential Nifty50 Value 20 ETF
INF769K01HS7,MAHKTECH,Mirae Asset Hang Seng TECH ETF
INE044A01036,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD
INE758T01015,ZOMATO,Eternal Ltd
INE245A01021,TATAPOWER,Tata Power Company Ltd
INE242A01010,IOC,INDIAN OIL CORPORATION LTD
INE484J01027,GODREJPROP,Godrej Properties Limited
INE053A01029,INDHOTEL,INDIAN HOTELS COMPANY LIMITED
INE536A01023,GRINDWELL,Grindwell Norton Ltd
INE647A01010,SRF,SRF LTD
INE066A01021,EICHERMOT,Eicher Motors Ltd
INE231F01020,SASKEN,SASKEN COMMUNICATION TECHNOLOGIES LTD
INF966L01CT6,152067,Quant Teck Fund - Growth Option - Direct Plan
INE419U01012,HAPPSTMNDS,Happiest Minds Technologies Limited
INE813H01021,TORNTPOWER,Torrent Power Limited
INE301A01014,RAYMOND,Raymond Ltd
INE342A01018,PREMIER,PREMIER LTD
INE836H01014,MCDHOLDING,MCDOWELL HOLDINGS LTD.
INE0CG601016,MAXIND,Max India Ltd
INE180A01020,MAX,Max Financial Services Limited
INE310C01029,HINDCOMPOS,Hindustan Composites Limited
INE186A01019,GUJALKALI,Gujarat Alkalies & Chemicals Ltd
INE034S01021,ARVINFRA,Arvind SmartSpaces Limited
INE034A01011,ARVIND,Arvind Ltd
INE133A01011,AKZOINDIA,Akzo Nobel India Limited
INE294Z01018,ANVESHAN,Anup Engineering Ltd The
INE955V01021,ARVINDFASHION,Arvind Fashion Ltd.
INE027H01010,MAXHEALTH,Max Healthcare Institute Limited
INE461A01024,BARODARAYON,Baroda Rayon Corporation Limited
INE134E01011,PFC,Power Finance Corporation Limited
INE758E01017,RSIL,Jio Financial Services Ltd
INE040H01021,SUZLON,Suzlon Energy Ltd
INE124G01033,DELTACORP,Delta Corp Limited
INE094A01015,HPCL,Hindustan Petroleum Corporation Ltd
INE043D01016,IDFC,IDFC Ltd
INE861N01036,ADIRASAY,Genpharmasec Limited
INE551W01018,UJJIVANSFB,Ujjivan Small Finance Bank Ltd
INF740KA1MG9,146381,DSP Nifty Next 50 Index Fund - Direct - Growth
INE126A01031,EIDPARRY,EID-Parry India Limited
INE007A01025,CRISIL,CRISIL LTD.
INE451A01017,BAJAJTEMPO,Force Motors Ltd
INE101A01026,MM,Mahindra and Mahindra Ltd
INE646L01027,INDIGO,InterGlobe Aviation Limited
INE388Y01029,NYKAA,FSN E-Commerce Ventures Limited
INE663F01032,NAUKRI,Info Edge India Ltd
INE196A01026,MARICO,Marico Limited
INE742F01042,MUNDRAPORT,Adani Ports and Special Economic Zone Limited
INE501A01019,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Ltd
INE563J01010,ASTEC,Astec LifeSciences Ltd
INE614G01033,RPOWER,Reliance Power Ltd
INE036A01016,RELINFRA,Reliance Infrastructure Ltd
INE217K01011,RELIANCEHOME,Reliance Home Finance Ltd
INE013A01015,RELCAPITAL,Reliance Capital Ltd
INE848E01016,NHPC,NHPC Ltd
INF277K015B9,135813,Tata Resources & Energy Fund - Direct - Growth
INF174KA1OX5,152039,Kotak S&P BSE Housing Index Fund - Direct Plan - Growth Option
INE212H01026,AIAENG,AIA ENGINEERING LTD
INE203G01027,IGL,Indraprastha Gas Limited
INE208A01029,ASHOKLEY,ASHOK LEYLAND LTD
INE122M01019,ESSARSHPNG,Essar Shipping Ltd
INE340A01012,BIRLACORPN,Birla Corporation Ltd
INF740KA1RE3,DSPSILVETF,DSP Silver ETF
INE930H01031,KPRMILL,K.P.R. Mill Ltd
INE249Z01020,MAZDOCK,Mazagon Dock Shipbuilders Ltd
INE118A01012,BAJAJHLDNG,BAJAJ HOLDINGS and INVESTMENT LTD
INE462A01022,BAYERCROP,Bayer Cropscience Ltd
INE055A01016,CENTURYTEX,Aditya Birla Real Estate Ltd
INE089A01031,DRREDDYS,Dr ReddyS Laboratories Ltd
INE230A01023,EIHOTEL,EIH LIMITED
INE017A01032,GESHIP,The Great Eastern Shipping Company Limited
INE935A01035,GLENMARK,Glenmark Pharma Ltd
INE233A01035,GODREJIND,Godrej Industries Limited
INE0AJG01018,HEMIPROP,Hemisphere Properties India Ltd
INE749A01030,JINDALSTEEL,Jindal Steel & Power Limited
INE813A01018,MAHLIFE,Mahindra Lifespace Developers Ltd
INE881D01027,ORACLEFSS,Oracle Financial Services Software Ltd
INE179A01014,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD
INE877F01012,PTC,PTC India Ltd
INE615P01015,QUESS,Quess Corp Ltd
INE205A01025,SESAGOA,Vedanta Limited
INE202Z01029,SFHL,Sundaram Finance Holdings Limited
INE660A01013,SUNDARMFIN,Sundaram Finance Limited
INE151A01013,TATACOM,Tata Communications Ltd
INE152A01029,THERMAX,THERMAX LTD
INE280A01028,TITAN,TITAN COMPANY LIMITED
INE686F01025,UBL,UNITED BREWERIES LTD
INE049B01025,WOCKHARDT,Wockhardt Ltd
INF789F1AUX7,105463,UTI GOLD EXCHANGE TRADED FUND
INE117A01022,ABB,ABB India Ltd
INE07Y701011,ABBPOWER,Hitachi Energy India Limited
INE423A01024,ADANIENT,Adani Enterprises Limited
INE364U01010,ADANIGREEN,Adani Green Energy Limited
INE931S01010,ADANITRANS,Adani Energy Solutions Limited
INE399L01023,AGL,Adani Total Gas Limited
INE596I01012,CAMS,Computer Age Management Services Limited
INE531E01026,HINDCOPPER,Hindustan Copper Limited
INE634I01029,KNRCON,KNR CONSTRUCTIONS LIMITED
INE114A01011,SAIL,STEEL AUTHORITY OF INDIA
INE916U01025,SFL,Sheela Foam Limited
INE576O01020,LXCHEM,LAXMI ORGANIC INDUSTRIES LIMITED
INE769A01020,AARTIIND,Aarti Industries Ltd
INE982J01020,PAYTM,One 97 Communications Limited
INE0IX101010,DATAPATTNS,Data Patterns INDIA Limited
INE121A01024,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd
INE235A01022,FINCABLES,Finolex Cables Limited
INE850D01014,GODREJAGRO,Godrej Agrovet Limited
INE323A01026,BOSCHLTD,BOSCH Ltd
INE949L01017,AUBANK,AU Small Finance Bank Ltd
INE260D01016,OLECTRA,Olectra Greentech Limited
INE128X01021,ACI,Archean Chemical Industries Ltd
INE418H01029,ALLCARGO,Allcargo Logistics Limited
INE001B01026,KRBL,KRBL Ltd
INF769K01BL5,118837,Mirae Asset Great Consumer Fund - Direct - Growth
INE358A01014,ABBOTINDIA,Abbott India Ltd
INE120A01034,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD
INE387A01021,SUNDRMFAST,Sundram Fasteners Limited
INE716A01013,WHIRLPOOL,Whirlpool Of India Ltd
INF769K01HY5,149787,Mirae Asset Nifty India Manufacturing ETF FOF - Direct Plan- IDCW
INE227W01023,CLEAN,Clean Science and Technology Ltd
INE768C01028,ZYDUSWELL,Zydus Wellness Ltd
INF740KA1TW1,152243,DSP Nifty Smallcap250 Quality 50 Index Fund-Direct-Growth
INE176A01028,BATAINDIA,Bata India Ltd
INE131A01031,GMDCLTD,Gujarat Mineral Development Corporation Limited
INE437A01024,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISES LTD
INE699H01024,AWL,AWL Agri Business Ltd
INE721A01047,SRTRANSFIN,Shriram Finance Ltd
INE263A01024,BEL,Bharat Electronics Ltd
INE494B01023,TVSMOTOR,TVS Motor Company Ltd
INE066F01020,HAL,Hindustan Aeronautics Limited
INE095A01012,INDUSINDBK,IndusInd Bank Limited
INE094J01016,UTIAMC,UTI Asset Management Company Ltd
INF192K01CC7,120492,JM Flexicap Fund - Direct - Growth
INE111A01025,CONCOR,Container Corporation of India Limited
INE825A01020,VTL,Vardhman Textiles Ltd
INE519C01017,SUMMITSEC,SUMMIT SECURITIES LTD
INE640A01023,SKFINDIA,SKF India Limited
INE965H01011,SITICABLE,Siti Networks Ltd
INE138A01028,PENINLAND,Peninsula Land Ltd
INE933B01012,MEGASOFT,Megasoft Ltd
INE587G01015,KAYA,Kaya Ltd
INE351F01018,JPPOWER,Jaiprakash Power Ventures Ltd
INE886H01027,IBN18,TV18 Broadcast Ltd
INE750M01017,HEXATRADEX,Hexa Tradex Ltd
INE348B01021,CENTURYPLY,Century Plyboards India Limited
INE016M01021,DNAMEDIA,Diligent Media Corporation Ltd
INE221H01019,GTLINFRA,GTL Infrastructure Ltd
INE422C01014,TINPLATE,Tinplate Company of India Ltd
INE541A01023,GMMPFAUDLER,GMM Pfaudler Limited
INE208C01025,AEGISCHEM,Aegis Logistics Ltd
INE599M01018,JUSTDIAL,Just Dial Ltd
INE085A01013,CHAMBLFERT,Chambal Fertilizers and Chemicals Ltd
INE099Z01011,MIDHANI,Mishra Dhatu Nigam Limited
INF0R8F01018,INF0R8F01018,Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option
INF109KC11A4,149858,ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth
INF966L01BX0,151791,Quant BFSI Fund - Growth Option - Direct Plan
INF879O01027,122639,Parag Parikh Flexi Cap Fund - Direct - Growth
INF200K01370,102756,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH
INF174K01LT0,119775,Kotak Emerging Equity Scheme - Growth - Direct
INF109KC12I5,150539,ICICI Prudential PSU Equity Fund - Direct Plan - Growth
INF179K01XQ0,118989,HDFC MID CAP OPPORTUNITIES FUND -DIRECT PLAN - GROWTH OPTION
INF179KA1RW5,130503,HDFC Small Cap Fund - Direct Growth Plan
INE775A01035,MOTHERSUMI,Samvardhana Motherson International Limited
INE139A01034,NATIONALUM,NATIONAL ALUMINIUM COMPANY LTD
INE685A01028,TORNTPHARM,TORRENT PHARMACEUTICALS LIMITED
INF174KA1OR7,151911,Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - Growth
INE326B01035,ALMONDZ,Almondz Global Securities Ltd
INE694A01020,UNITECH,UNITECH LTD
INE438A01022,APOLLOTYRE,Apollo Tyres Limited
INE473A01011,BOC,Linde India Ltd
INE572A01036,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited
INE389H01022,KEC,KEC International Limited
INE027A01015,RCF,Rashtriya Chemicals and Fertilizers Limited
INE306A01021,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LTD
INF200K01RJ1,119727,SBI Focused Equity Fund - Direct - Growth
INF740K01QA7,119028,DSP Natural Resources and New Energy Fund - Direct Plan - Growth
INE804L01022,MEDHEASP,MedPlus Health Services Limited
INE545A01024,HEG,HEG Ltd
INE868B01028,NCC,NCC Ltd
INE421D01022,CCL,CCL PRODUCTS INDIA LTD.
INE142M01025,TATATECH,Tata Technologies Ltd
INF769K01LC3,MANS2MQ1E_SC,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF
INE730A01022,ORIENTCONT,Oricon Enterprises Limited
INE855B01025,RAIN,Rain Industries Limited
INF769K01GQ3,148574,Mirae Asset ESG Sector Leaders Fund of Fund Direct Growth
INE406A01037,AUROPHARMA,Aurobindo Pharma Limited
INE258A01016,BEML,BEML LIMITED
INE725E01024,ORISSAMINE,THE ORISSA MINERALS DEVELOPMENT CO. LTD
INE119A01028,BALRAMCHIN,Balrampur Chini Mills Ltd
INE669E01016,IDEA,Vodafone Idea Limited
INE205C01021,POLYMED,Poly Medicure Ltd
INE439A01020,ASAHIINDIA,Asahi India Glass Limited
INE140A01024,PIRHEALTH,Piramal Enterprises Ltd
INF740KA1CL0,DSPNIFTY50ADD,DSP Nifty 50 ETF
INF966L01AK9,148925,quant Quantamental Fund - Growth Option - Direct Plan
INF966L01AD4,148564,quant ESG Equity Fund - Growth Option - Direct Plan
INF204KB16I7,PSUBNKBEES,Nippon India ETF Nifty PSU Bank BeES
INE528G01035,YESBANK,Yes Bank Limited
INE148I01020,IBULHSGFIN,Sammaan Capital Ltd
INE376G01013,BIOCON,BIOCON LTD
INE031A01017,HUDCO,Housing & Urban Development Corporation Limited
INE371P01015,AMBER,Amber Enterprises India Limited
INE999A01023,KSBPUMPS,KSB Ltd
INE671A01010,HONAUT,Honeywell Automation India Limited
INE544H01014,JHS,JHS Svendgaard Laboratories Ltd
INE070D01027,JAICORPLTD,Jai Corp Ltd
INE863T01013,JITFINFRA,JITF Infralogistics Ltd
INE455F01025,JPASSOCIATES,Jaiprakash Associates Ltd
INE083A01026,MOREPENLAB,MOREPEN LABORATORIES LTD
INE197A01024,JYOTISTRUC,Jyoti Structures Ltd
INE234I01028,KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd
INE737D01021,MODISON,Modison Ltd
INE153A01019,MTNL,Mahanagar Telephone Nigam Ltd
INE304A01026,MUKANDLTD,MUKAND LTD
INE454M01024,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd
INE870H01013,NETWORK18,Network18 Media & Investments Ltd
INE809I01019,ONMOBILE,Onmobile Global Limited
INE623B01027,PANTALOONR,Future Enterprises Limited
INE561H01026,PARSVNATH,Parsvnath Developers Ltd
INE546Y01022,PHRL,Praxis Home Retail Ltd
IN9623B01058,PRETAILDVR,Future Enterprises Ltd-DVR
INE608A01012,PSB,PUNJAB AND SIND BANK
INE626A01014,SAURASHCEM,Saurashtra Cement Ltd
INE109A01011,SCI,Shipping Corporation Of India Limited
INE559D01011,SHARRESLTD,Crest Ventures Ltd
INE002L01015,SJVN,SJVN Limited
INE802C01033,SSWL,Steel Strips Wheels Limited
INE947A01014,SUNFLAG,Sunflag Iron & Steel Company Ltd
INE130B01031,SURANATP,Surana Telecom and Power Ltd
INE691A01018,UCOBANK,Uco Bank
INF204KB17I5,105085,Nippon India ETF Gold BeES
INE421A01028,ABAN,Aban Offshore Ltd
INE703H01016,ACKRUTI,Hubtown Ltd
INE523B01011,AKSHOPTFBR,Aksh Optifibre Ltd
INE426A01027,ALEMBICLTD,ALEMBIC LTD
INE386C01029,ASTRAMICRO,Astra Microwave Products Limited
INE458B01036,BHAGYANGR,Bhagyanagar India Ltd
INE071A01013,BINANIIND,Bil Vyapar Ltd
INE778B01029,ESTER,ESTER INDUSTRIES LTD
INE111B01023,FINANTECH,63 Moons Technologies Ltd
INE452O01016,FLFL,Future Lifestyle Fashions Limited
INE360L01017,FMNL,Future Market Networks Ltd
INE752P01024,FRETAIL,Future Retail Ltd
INE684F01012,FSL,Firstsource Solutions Limited
INE776C01039,GMRINFRA,GMR Airports Ltd
INE262A01018,HMT,HMT Limited
INE415A01038,HSIL,Agi Greenpac Limited
INE919H01018,IMFA,Indian Metals & Ferro Alloys Limited
INE12345678,INE733E07JP6,8.49% NTPC DB 25-03-2025
INE050B01023,IVC,IL&FS Investment Managers Ltd
INE324A01032,JINDALSAW,Jindal Saw Ltd
INE053F07538,INE053F07538,8.10% INDIAN RAILWAY FINANCE CORPORATION LIMITED
INE0CU601026,GMRPUI,GMR Power and Urban Infra Ltd
INE0PB301013,SHICOROL,Shipping Corporation of India Land and Assets Ltd
INE05AN01011,SHIL,Hindware Home Innovation Ltd
INF179KC1DU7,150737,HDFC Silver ETF Fund of Fund - Growth Option - Direct Plan
INE591G01025,NIITTECH,Coforge Ltd
INE255A01020,ESSELPACK,ESSEL PROPACK LIMITED
INF109KC10V2,AUTOIETF,ICICI Prudential Nifty Auto ETF
INE171Z01026,BDL,Bharat Dynamics Ltd
INE217B01036,KAJARIACER,Kajaria Ceramics Ltd.
INE424H01027,SUNTV,Sun TV Network Limited
INE302A01020,EXIDEIND,Exide Industries Limited
INE0PSC01024,DIGIDRIVE,Digidrive Distributors Ltd
INE572E01012,PNBHOUSING,PNB Housing Finance Limited
INF109KC16J4,150643,ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth
INF740KA1LG1,145454,DSP Healthcare Fund - Direct - Growth
INF769K01LN0,152645,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth
INE974X01010,TUBEINVEST,TUBE INVESTMENTS OF INDIA LIMITED
INE00WC01027,AFFLE,Affle 3i Ltd
INE786A01032,JKLAKSHMI,JK Lakshmi Cement Limited
INE039A01010,IFCI,IFCI Limited
INF200KA1580,134008,SBI Nifty Bank ETF
INF732E01045,JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES
INF204KB15I9,BANKBEES,Nippon India ETF Nifty Bank BeES
INE206B01013,ZODIACLOTH,Zodiac Clothing Company Ltd
INF179KC1DK8,150619,HDFC NIFTY 50 VALUE 20 ETF - Growth Option
INE767A01016,AARTIDRUGS,Aarti Drugs Ltd
